FeatureCode,DateCode,Measurement,Units,Value,Indicator (road vehicles)
S12000038,2012,Ratio,Percent Of Households,23.3,% Of Households With Access To Two Or More Cars
S12000038,2005,Ratio,Percent Of Households,39.6,% Of Households With Access To One Car
S12000036,1999,Ratio,Percent Of Households,41.3,% Of Households Without Access To A Car
S12000036,2018,Ratio,Percent Of Households,40,% Of Households With Access To One Car
S12000036,2015,Ratio,Percent Of Households,40.9,% Of Households With Access To One Car
S12000048,2014,Ratio,Percent Of Households,32.7,% Of Households With Access To Two Or More Cars
S12000036,2001,Ratio,Percent Of Households,40.3,% Of Households Without Access To A Car
S12000036,2007,Ratio,Percent Of Households,40.3,% Of Households Without Access To A Car
S12000036,2014,Ratio,Percent Of Households,42.2,% Of Households With Access To One Car
S12000036,2016,Ratio,Percent Of Households,43.7,% Of Households With Access To One Car
S12000036,2003,Ratio,Percent Of Households,39.6,% Of Households Without Access To A Car
S12000036,2014,Ratio,Percent Of Households,42.9,% Of Households Without Access To A Car
S12000008,2016,Ratio,Percent Of Households,28,% Of Households With Access To Two Or More Cars
S12000008,2016,Ratio,Percent Of Households,24.9,% Of Households Without Access To A Car
S12000008,2001,Ratio,Percent Of Households,17.3,% Of Households With Access To Two Or More Cars
S12000008,2003,Ratio,Percent Of Households,43.7,% Of Households With Access To One Car
S12000008,1999,Ratio,Percent Of Households,17.4,% Of Households With Access To Two Or More Cars
S12000008,2009,Ratio,Percent Of Households,45.5,% Of Households With Access To One Car
S12000008,2014,Ratio,Percent Of Households,44.7,% Of Households With Access To One Car
S12000010,2018,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000010,2017,Ratio,Percent Of Households,21.5,% Of Households Without Access To A Car
S12000010,2015,Ratio,Percent Of Households,35.4,% Of Households With Access To Two Or More Cars
S12000008,2007,Ratio,Percent Of Households,28,% Of Households With Access To Two Or More Cars
S12000008,2005,Ratio,Percent Of Households,25.9,% Of Households With Access To Two Or More Cars
S12000010,1999,Ratio,Percent Of Households,47.2,% Of Households With Access To One Car
S12000008,2018,Ratio,Percent Of Households,38,% Of Households With Access To One Car
S12000008,2012,Ratio,Percent Of Households,46.4,% Of Households With Access To One Car
S12000008,2007,Ratio,Percent Of Households,47.5,% Of Households With Access To One Car
S12000008,2003,Ratio,Percent Of Households,22.1,% Of Households With Access To Two Or More Cars
S12000008,2013,Ratio,Percent Of Households,45.5,% Of Households With Access To One Car
S12000008,2017,Ratio,Percent Of Households,34.1,% Of Households With Access To Two Or More Cars
S12000008,2018,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000008,2014,Ratio,Percent Of Households,30.1,% Of Households Without Access To A Car
S12000008,2009,Ratio,Percent Of Households,27.7,% Of Households Without Access To A Car
S12000008,2013,Ratio,Percent Of Households,28.7,% Of Households With Access To Two Or More Cars
S12000008,2012,Ratio,Percent Of Households,29.4,% Of Households Without Access To A Car
S12000008,2001,Ratio,Percent Of Households,35,% Of Households Without Access To A Car
S12000008,1999,Ratio,Percent Of Households,48.5,% Of Households With Access To One Car
S12000010,1999,Ratio,Percent Of Households,23.4,% Of Households With Access To Two Or More Cars
S12000010,2018,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000010,2017,Ratio,Percent Of Households,34.2,% Of Households With Access To Two Or More Cars
S12000010,2003,Ratio,Percent Of Households,49,% Of Households With Access To One Car
S12000010,2003,Ratio,Percent Of Households,29.2,% Of Households With Access To Two Or More Cars
S12000010,2017,Ratio,Percent Of Households,44.2,% Of Households With Access To One Car
S12000010,2014,Ratio,Percent Of Households,23.7,% Of Households Without Access To A Car
S12000010,2016,Ratio,Percent Of Households,22.5,% Of Households Without Access To A Car
S12000010,2007,Ratio,Percent Of Households,22.9,% Of Households Without Access To A Car
S12000010,2018,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000010,2014,Ratio,Percent Of Households,41.3,% Of Households With Access To One Car
S12000010,2016,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S12000010,1999,Ratio,Percent Of Households,29.4,% Of Households Without Access To A Car
S12000010,2013,Ratio,Percent Of Households,46.5,% Of Households With Access To One Car
S12000010,2013,Ratio,Percent Of Households,19.6,% Of Households Without Access To A Car
S12000010,2007,Ratio,Percent Of Households,48.6,% Of Households With Access To One Car
S12000010,2019,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000010,2009,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000010,2007,Ratio,Percent Of Households,28.5,% Of Households With Access To Two Or More Cars
S12000010,2012,Ratio,Percent Of Households,29.9,% Of Households With Access To Two Or More Cars
S12000010,2005,Ratio,Percent Of Households,43.4,% Of Households With Access To One Car
S12000010,2013,Ratio,Percent Of Households,34,% Of Households With Access To Two Or More Cars
S12000010,2005,Ratio,Percent Of Households,27.3,% Of Households With Access To Two Or More Cars
S12000010,2003,Ratio,Percent Of Households,21.8,% Of Households Without Access To A Car
S12000010,2015,Ratio,Percent Of Households,43.9,% Of Households With Access To One Car
S12000006,2007,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000006,2019,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000006,2017,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000006,2012,Ratio,Percent Of Households,19.9,% Of Households Without Access To A Car
S12000006,2007,Ratio,Percent Of Households,30.6,% Of Households With Access To Two Or More Cars
S12000006,2003,Ratio,Percent Of Households,49.6,% Of Households With Access To One Car
S12000006,2007,Ratio,Percent Of Households,22.8,% Of Households Without Access To A Car
S12000006,2005,Ratio,Percent Of Households,47.6,% Of Households With Access To One Car
S12000006,2014,Ratio,Percent Of Households,26.8,% Of Households With Access To Two Or More Cars
S12000006,2013,Ratio,Percent Of Households,23.5,% Of Households Without Access To A Car
S12000006,2001,Ratio,Percent Of Households,18.5,% Of Households With Access To Two Or More Cars
S12000006,2001,Ratio,Percent Of Households,52.4,% Of Households With Access To One Car
S12000006,2019,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000006,2012,Ratio,Percent Of Households,51.9,% Of Households With Access To One Car
S12000006,2014,Ratio,Percent Of Households,23.8,% Of Households Without Access To A Car
S12000006,1999,Ratio,Percent Of Households,17.6,% Of Households With Access To Two Or More Cars
S12000006,2013,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000006,2005,Ratio,Percent Of Households,23.8,% Of Households Without Access To A Car
S12000006,2016,Ratio,Percent Of Households,50.2,% Of Households With Access To One Car
S12000006,2016,Ratio,Percent Of Households,30,% Of Households With Access To Two Or More Cars
S12000006,2017,Ratio,Percent Of Households,20,% Of Households Without Access To A Car
S12000006,1999,Ratio,Percent Of Households,55.4,% Of Households With Access To One Car
S12000006,2018,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000006,2005,Ratio,Percent Of Households,28.6,% Of Households With Access To Two Or More Cars
S12000006,2018,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000008,2018,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S12000008,2005,Ratio,Percent Of Households,29.3,% Of Households Without Access To A Car
S12000008,2017,Ratio,Percent Of Households,24.1,% Of Households Without Access To A Car
S12000008,2014,Ratio,Percent Of Households,25.2,% Of Households With Access To Two Or More Cars
S12000008,2012,Ratio,Percent Of Households,24.3,% Of Households With Access To Two Or More Cars
S12000008,2019,Ratio,Percent Of Households,38,% Of Households With Access To One Car
S12000008,2005,Ratio,Percent Of Households,44.8,% Of Households With Access To One Car
S12000008,2015,Ratio,Percent Of Households,42.8,% Of Households With Access To One Car
S12000008,2017,Ratio,Percent Of Households,41.8,% Of Households With Access To One Car
S12000008,2016,Ratio,Percent Of Households,47.1,% Of Households With Access To One Car
S12000008,2003,Ratio,Percent Of Households,34.2,% Of Households Without Access To A Car
S12000008,2019,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000008,2009,Ratio,Percent Of Households,26.9,% Of Households With Access To Two Or More Cars
S12000006,2016,Ratio,Percent Of Households,19.8,% Of Households Without Access To A Car
S12000006,2009,Ratio,Percent Of Households,28.8,% Of Households With Access To Two Or More Cars
S12000008,2015,Ratio,Percent Of Households,28.6,% Of Households With Access To Two Or More Cars
S12000006,2014,Ratio,Percent Of Households,49.5,% Of Households With Access To One Car
S12000006,2013,Ratio,Percent Of Households,32.4,% Of Households With Access To Two Or More Cars
S12000006,2012,Ratio,Percent Of Households,28.2,% Of Households With Access To Two Or More Cars
S12000008,1999,Ratio,Percent Of Households,34.1,% Of Households Without Access To A Car
S12000008,2013,Ratio,Percent Of Households,25.8,% Of Households Without Access To A Car
S12000008,2019,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S12000008,2015,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000008,2001,Ratio,Percent Of Households,47.7,% Of Households With Access To One Car
S12000008,2007,Ratio,Percent Of Households,24.4,% Of Households Without Access To A Car
S12000013,2012,Ratio,Percent Of Households,48.5,% Of Households With Access To One Car
S12000013,2009,Ratio,Percent Of Households,22.7,% Of Households Without Access To A Car
S12000013,2014,Ratio,Percent Of Households,47.5,% Of Households With Access To One Car
S12000013,2003,Ratio,Percent Of Households,51.7,% Of Households With Access To One Car
S12000013,2012,Ratio,Percent Of Households,18.4,% Of Households Without Access To A Car
S12000013,1999,Ratio,Percent Of Households,36.1,% Of Households Without Access To A Car
S12000013,2001,Ratio,Percent Of Households,34.2,% Of Households Without Access To A Car
S12000013,2014,Ratio,Percent Of Households,21.9,% Of Households Without Access To A Car
S12000013,1999,Ratio,Percent Of Households,48.9,% Of Households With Access To One Car
S12000013,2013,Ratio,Percent Of Households,23.1,% Of Households Without Access To A Car
S12000013,2003,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000013,2019,Ratio,Percent Of Households,23,% Of Households Without Access To A Car
S12000013,2015,Ratio,Percent Of Households,43.4,% Of Households With Access To One Car
S12000011,2018,Ratio,Percent Of Households,36,% Of Households With Access To One Car
S12000011,2007,Ratio,Percent Of Households,16.9,% Of Households Without Access To A Car
S12000013,2015,Ratio,Percent Of Households,19.5,% Of Households Without Access To A Car
S12000013,2009,Ratio,Percent Of Households,48.2,% Of Households With Access To One Car
S12000011,1999,Ratio,Percent Of Households,19.4,% Of Households Without Access To A Car
S12000011,2017,Ratio,Percent Of Households,43.7,% Of Households With Access To Two Or More Cars
S12000011,2005,Ratio,Percent Of Households,39.5,% Of Households With Access To One Car
S12000013,2016,Ratio,Percent Of Households,45.3,% Of Households With Access To One Car
S12000013,2018,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000013,2019,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000013,2007,Ratio,Percent Of Households,20.8,% Of Households Without Access To A Car
S12000013,2016,Ratio,Percent Of Households,17,% Of Households Without Access To A Car
S12000013,2001,Ratio,Percent Of Households,51.3,% Of Households With Access To One Car
S12000013,2014,Ratio,Percent Of Households,30.6,% Of Households With Access To Two Or More Cars
S12000013,2003,Ratio,Percent Of Households,19.6,% Of Households With Access To Two Or More Cars
S12000013,2017,Ratio,Percent Of Households,36.4,% Of Households With Access To Two Or More Cars
S12000013,2001,Ratio,Percent Of Households,14.5,% Of Households With Access To Two Or More Cars
S12000013,2013,Ratio,Percent Of Households,33.6,% Of Households With Access To Two Or More Cars
S12000013,2009,Ratio,Percent Of Households,29.2,% Of Households With Access To Two Or More Cars
S12000013,2017,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000014,2009,Ratio,Percent Of Households,30,% Of Households With Access To Two Or More Cars
S12000014,1999,Ratio,Percent Of Households,45.3,% Of Households With Access To One Car
S12000014,2009,Ratio,Percent Of Households,25.8,% Of Households Without Access To A Car
S12000013,2018,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000013,2019,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000014,2005,Ratio,Percent Of Households,28.5,% Of Households Without Access To A Car
S12000013,2005,Ratio,Percent Of Households,48.9,% Of Households With Access To One Car
S12000013,2007,Ratio,Percent Of Households,49.6,% Of Households With Access To One Car
S12000013,2018,Ratio,Percent Of Households,23,% Of Households Without Access To A Car
S12000013,2017,Ratio,Percent Of Households,19.6,% Of Households Without Access To A Car
S12000013,2013,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S12000013,2005,Ratio,Percent Of Households,26.4,% Of Households Without Access To A Car
S12000013,2007,Ratio,Percent Of Households,29.6,% Of Households With Access To Two Or More Cars
S12000013,2016,Ratio,Percent Of Households,37.7,% Of Households With Access To Two Or More Cars
S12000013,2015,Ratio,Percent Of Households,37.2,% Of Households With Access To Two Or More Cars
S12000013,1999,Ratio,Percent Of Households,15.1,% Of Households With Access To Two Or More Cars
S12000013,2005,Ratio,Percent Of Households,24.7,% Of Households With Access To Two Or More Cars
S12000013,2012,Ratio,Percent Of Households,33.1,% Of Households With Access To Two Or More Cars
S12000011,2013,Ratio,Percent Of Households,14.6,% Of Households Without Access To A Car
S12000011,2001,Ratio,Percent Of Households,34.8,% Of Households With Access To Two Or More Cars
S12000011,2018,Ratio,Percent Of Households,45,% Of Households With Access To Two Or More Cars
S12000011,2007,Ratio,Percent Of Households,39.5,% Of Households With Access To One Car
S12000011,2005,Ratio,Percent Of Households,41.7,% Of Households With Access To Two Or More Cars
S12000010,2012,Ratio,Percent Of Households,19.7,% Of Households Without Access To A Car
S12000011,2009,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000011,2009,Ratio,Percent Of Households,14.5,% Of Households Without Access To A Car
S12000011,2009,Ratio,Percent Of Households,41.4,% Of Households With Access To Two Or More Cars
S12000011,2012,Ratio,Percent Of Households,15.9,% Of Households Without Access To A Car
S12000011,2016,Ratio,Percent Of Households,19.2,% Of Households Without Access To A Car
S12000011,1999,Ratio,Percent Of Households,36,% Of Households With Access To Two Or More Cars
S12000011,1999,Ratio,Percent Of Households,44.6,% Of Households With Access To One Car
S12000010,2019,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000010,2016,Ratio,Percent Of Households,32.4,% Of Households With Access To Two Or More Cars
S12000010,2019,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000010,2001,Ratio,Percent Of Households,47.7,% Of Households With Access To One Car
S12000010,2009,Ratio,Percent Of Households,29.9,% Of Households With Access To Two Or More Cars
S12000010,2001,Ratio,Percent Of Households,26,% Of Households Without Access To A Car
S12000010,2012,Ratio,Percent Of Households,50.4,% Of Households With Access To One Car
S12000010,2009,Ratio,Percent Of Households,26,% Of Households Without Access To A Car
S12000010,2005,Ratio,Percent Of Households,29.3,% Of Households Without Access To A Car
S12000010,2014,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000010,2015,Ratio,Percent Of Households,20.7,% Of Households Without Access To A Car
S12000010,2001,Ratio,Percent Of Households,26.3,% Of Households With Access To Two Or More Cars
S12000011,2016,Ratio,Percent Of Households,42.2,% Of Households With Access To Two Or More Cars
S12000011,2005,Ratio,Percent Of Households,18.8,% Of Households Without Access To A Car
S12000011,2003,Ratio,Percent Of Households,42.1,% Of Households With Access To One Car
S12000011,2001,Ratio,Percent Of Households,19.2,% Of Households Without Access To A Car
S12000011,2013,Ratio,Percent Of Households,40,% Of Households With Access To Two Or More Cars
S12000011,2017,Ratio,Percent Of Households,18,% Of Households Without Access To A Car
S12000011,2019,Ratio,Percent Of Households,45,% Of Households With Access To Two Or More Cars
S12000011,2017,Ratio,Percent Of Households,38.3,% Of Households With Access To One Car
S12000011,2019,Ratio,Percent Of Households,18,% Of Households Without Access To A Car
S12000011,2007,Ratio,Percent Of Households,43.6,% Of Households With Access To Two Or More Cars
S12000011,2015,Ratio,Percent Of Households,46.1,% Of Households With Access To Two Or More Cars
S12000011,2015,Ratio,Percent Of Households,39.5,% Of Households With Access To One Car
S12000011,2003,Ratio,Percent Of Households,21.4,% Of Households Without Access To A Car
S12000011,2014,Ratio,Percent Of Households,42.3,% Of Households With Access To One Car
S12000011,2014,Ratio,Percent Of Households,20.8,% Of Households Without Access To A Car
S12000011,2019,Ratio,Percent Of Households,36,% Of Households With Access To One Car
S12000011,2015,Ratio,Percent Of Households,14.3,% Of Households Without Access To A Car
S12000011,2003,Ratio,Percent Of Households,36.5,% Of Households With Access To Two Or More Cars
S12000011,2012,Ratio,Percent Of Households,44.8,% Of Households With Access To One Car
S12000011,2014,Ratio,Percent Of Households,36.8,% Of Households With Access To Two Or More Cars
S12000011,2013,Ratio,Percent Of Households,45.4,% Of Households With Access To One Car
S12000011,2012,Ratio,Percent Of Households,39.3,% Of Households With Access To Two Or More Cars
S12000011,2016,Ratio,Percent Of Households,38.6,% Of Households With Access To One Car
S12000011,2018,Ratio,Percent Of Households,18,% Of Households Without Access To A Car
S12000011,2001,Ratio,Percent Of Households,45.9,% Of Households With Access To One Car
S12000040,2007,Ratio,Percent Of Households,25.6,% Of Households Without Access To A Car
S12000040,2013,Ratio,Percent Of Households,30.7,% Of Households With Access To Two Or More Cars
S12000040,2003,Ratio,Percent Of Households,47.5,% Of Households With Access To One Car
S12000040,2009,Ratio,Percent Of Households,24.1,% Of Households Without Access To A Car
S12000040,1999,Ratio,Percent Of Households,28.3,% Of Households Without Access To A Car
S12000040,2001,Ratio,Percent Of Households,31.2,% Of Households Without Access To A Car
S12000040,2016,Ratio,Percent Of Households,32.5,% Of Households With Access To Two Or More Cars
S12000040,1999,Ratio,Percent Of Households,46.9,% Of Households With Access To One Car
S12000040,2005,Ratio,Percent Of Households,43.6,% Of Households With Access To One Car
S12000040,2016,Ratio,Percent Of Households,20.5,% Of Households Without Access To A Car
S12000040,1999,Ratio,Percent Of Households,24.8,% Of Households With Access To Two Or More Cars
S12000040,2015,Ratio,Percent Of Households,26.3,% Of Households Without Access To A Car
S12000040,2012,Ratio,Percent Of Households,33.5,% Of Households With Access To Two Or More Cars
S12000040,2003,Ratio,Percent Of Households,25.7,% Of Households Without Access To A Car
S12000040,2001,Ratio,Percent Of Households,21.5,% Of Households With Access To Two Or More Cars
S12000040,2014,Ratio,Percent Of Households,22.9,% Of Households Without Access To A Car
S12000040,2005,Ratio,Percent Of Households,25.6,% Of Households Without Access To A Car
S12000040,2013,Ratio,Percent Of Households,21.5,% Of Households Without Access To A Car
S12000040,2019,Ratio,Percent Of Households,19,% Of Households Without Access To A Car
S12000040,2003,Ratio,Percent Of Households,26.8,% Of Households With Access To Two Or More Cars
S12000040,2009,Ratio,Percent Of Households,34.1,% Of Households With Access To Two Or More Cars
S12000040,2017,Ratio,Percent Of Households,39.3,% Of Households With Access To One Car
S12000040,2017,Ratio,Percent Of Households,25.4,% Of Households Without Access To A Car
S12000040,2013,Ratio,Percent Of Households,47.9,% Of Households With Access To One Car
S12000040,2012,Ratio,Percent Of Households,22.8,% Of Households Without Access To A Car
S12000040,2001,Ratio,Percent Of Households,47.3,% Of Households With Access To One Car
S92000003,2001,Ratio,Percent Of Households,19.1,% Of Households With Access To Two Or More Cars
S92000003,2007,Ratio,Percent Of Households,30.3,% Of Households Without Access To A Car
S92000003,2003,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S92000003,2006,Ratio,Percent Of Households,32,% Of Households Without Access To A Car
S92000003,2009,Ratio,Percent Of Households,25.6,% Of Households With Access To Two Or More Cars
S92000003,2017,Ratio,Percent Of Households,29.2,% Of Households With Access To Two Or More Cars
S92000003,2005,Ratio,Percent Of Households,31.7,% Of Households Without Access To A Car
S92000003,2016,Ratio,Percent Of Households,42.1,% Of Households With Access To One Car
S92000003,2019,Ratio,Percent Of Households,29.4,% Of Households With Access To Two Or More Cars
S92000003,2000,Ratio,Percent Of Households,18.6,% Of Households With Access To Two Or More Cars
S92000003,2018,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S92000003,2008,Ratio,Percent Of Households,30.2,% Of Households Without Access To A Car
S92000003,2013,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000040,2015,Ratio,Percent Of Households,30.3,% Of Households With Access To Two Or More Cars
S12000040,2009,Ratio,Percent Of Households,41.9,% Of Households With Access To One Car
S12000040,2019,Ratio,Percent Of Households,40,% Of Households With Access To Two Or More Cars
S12000040,2007,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000040,2005,Ratio,Percent Of Households,30.8,% Of Households With Access To Two Or More Cars
S12000040,2012,Ratio,Percent Of Households,43.7,% Of Households With Access To One Car
S92000003,2012,Ratio,Percent Of Households,25.9,% Of Households With Access To Two Or More Cars
S92000003,2011,Ratio,Percent Of Households,21,% Of Households With Access To Two Or More Cars
S92000003,2001,Ratio,Percent Of Households,45.6,% Of Households With Access To One Car
S12000040,2018,Ratio,Percent Of Households,19,% Of Households Without Access To A Car
S12000040,2014,Ratio,Percent Of Households,46.4,% Of Households With Access To One Car
S92000003,2010,Ratio,Percent Of Households,25.7,% Of Households With Access To Two Or More Cars
S12000039,2009,Ratio,Percent Of Households,19.5,% Of Households With Access To Two Or More Cars
S12000039,2001,Ratio,Percent Of Households,39.2,% Of Households With Access To One Car
S12000039,2018,Ratio,Percent Of Households,34,% Of Households Without Access To A Car
S12000039,2012,Ratio,Percent Of Households,16.9,% Of Households With Access To Two Or More Cars
S12000039,2017,Ratio,Percent Of Households,24.6,% Of Households With Access To Two Or More Cars
S12000039,2013,Ratio,Percent Of Households,36.3,% Of Households Without Access To A Car
S12000039,2013,Ratio,Percent Of Households,43.9,% Of Households With Access To One Car
S12000039,2016,Ratio,Percent Of Households,37.7,% Of Households With Access To One Car
S12000039,2017,Ratio,Percent Of Households,31.9,% Of Households Without Access To A Car
S12000039,2015,Ratio,Percent Of Households,43.2,% Of Households With Access To One Car
S12000039,2019,Ratio,Percent Of Households,24,% Of Households With Access To Two Or More Cars
S12000039,2003,Ratio,Percent Of Households,20.5,% Of Households With Access To Two Or More Cars
S12000039,1999,Ratio,Percent Of Households,45.5,% Of Households Without Access To A Car
S12000039,2015,Ratio,Percent Of Households,17.6,% Of Households With Access To Two Or More Cars
S12000039,2018,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000039,2005,Ratio,Percent Of Households,18.4,% Of Households With Access To Two Or More Cars
S12000039,1999,Ratio,Percent Of Households,41.3,% Of Households With Access To One Car
S12000039,2005,Ratio,Percent Of Households,40.1,% Of Households With Access To One Car
S12000039,2019,Ratio,Percent Of Households,34,% Of Households Without Access To A Car
S12000039,2012,Ratio,Percent Of Households,45.9,% Of Households With Access To One Car
S12000039,2003,Ratio,Percent Of Households,41.3,% Of Households With Access To One Car
S12000039,2007,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000039,2007,Ratio,Percent Of Households,36.3,% Of Households Without Access To A Car
S12000039,2009,Ratio,Percent Of Households,44.7,% Of Households With Access To One Car
S12000039,2005,Ratio,Percent Of Households,41.5,% Of Households Without Access To A Car
S12000039,2016,Ratio,Percent Of Households,41.1,% Of Households Without Access To A Car
S12000039,2001,Ratio,Percent Of Households,15,% Of Households With Access To Two Or More Cars
S12000040,2015,Ratio,Percent Of Households,43.4,% Of Households With Access To One Car
S12000040,2016,Ratio,Percent Of Households,46.9,% Of Households With Access To One Car
S12000039,2014,Ratio,Percent Of Households,19,% Of Households With Access To Two Or More Cars
S12000039,2015,Ratio,Percent Of Households,39.2,% Of Households Without Access To A Car
S12000039,2014,Ratio,Percent Of Households,37.8,% Of Households Without Access To A Car
S12000040,2019,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000040,2018,Ratio,Percent Of Households,40,% Of Households With Access To Two Or More Cars
S12000040,2018,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000040,2007,Ratio,Percent Of Households,29.4,% Of Households With Access To Two Or More Cars
S12000040,2014,Ratio,Percent Of Households,30.6,% Of Households With Access To Two Or More Cars
S12000040,2017,Ratio,Percent Of Households,35.2,% Of Households With Access To Two Or More Cars
S12000039,2017,Ratio,Percent Of Households,43.5,% Of Households With Access To One Car
S12000039,2019,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000039,2014,Ratio,Percent Of Households,43.2,% Of Households With Access To One Car
S12000039,2001,Ratio,Percent Of Households,45.8,% Of Households Without Access To A Car
S12000039,2003,Ratio,Percent Of Households,38.2,% Of Households Without Access To A Car
S12000039,2013,Ratio,Percent Of Households,19.9,% Of Households With Access To Two Or More Cars
S12000039,2012,Ratio,Percent Of Households,37.2,% Of Households Without Access To A Car
S12000039,2016,Ratio,Percent Of Households,21.2,% Of Households With Access To Two Or More Cars
S12000039,2007,Ratio,Percent Of Households,19.7,% Of Households With Access To Two Or More Cars
S12000039,1999,Ratio,Percent Of Households,13.2,% Of Households With Access To Two Or More Cars
S12000039,2018,Ratio,Percent Of Households,24,% Of Households With Access To Two Or More Cars
S12000039,2009,Ratio,Percent Of Households,35.8,% Of Households Without Access To A Car
S12000005,2013,Ratio,Percent Of Households,30.8,% Of Households With Access To Two Or More Cars
S12000005,2005,Ratio,Percent Of Households,25.4,% Of Households Without Access To A Car
S12000005,2018,Ratio,Percent Of Households,33,% Of Households Without Access To A Car
S12000005,2017,Ratio,Percent Of Households,32.1,% Of Households With Access To Two Or More Cars
S12000005,2003,Ratio,Percent Of Households,29,% Of Households Without Access To A Car
S12000005,2016,Ratio,Percent Of Households,45.3,% Of Households With Access To One Car
S12000005,2017,Ratio,Percent Of Households,27.4,% Of Households Without Access To A Car
S12000005,2015,Ratio,Percent Of Households,21.3,% Of Households Without Access To A Car
S12000005,2014,Ratio,Percent Of Households,27.6,% Of Households With Access To Two Or More Cars
S12000005,2015,Ratio,Percent Of Households,27.3,% Of Households With Access To Two Or More Cars
S12000005,2012,Ratio,Percent Of Households,27.6,% Of Households With Access To Two Or More Cars
S12000005,2019,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000005,2016,Ratio,Percent Of Households,27,% Of Households Without Access To A Car
S12000005,2001,Ratio,Percent Of Households,22.2,% Of Households With Access To Two Or More Cars
S12000005,2012,Ratio,Percent Of Households,28.8,% Of Households Without Access To A Car
S12000005,2001,Ratio,Percent Of Households,29.8,% Of Households Without Access To A Car
S12000005,2014,Ratio,Percent Of Households,25.7,% Of Households Without Access To A Car
S12000005,2009,Ratio,Percent Of Households,31.8,% Of Households With Access To Two Or More Cars
S12000005,2005,Ratio,Percent Of Households,45.9,% Of Households With Access To One Car
S12000005,2007,Ratio,Percent Of Households,23.7,% Of Households Without Access To A Car
S12000005,2016,Ratio,Percent Of Households,27.7,% Of Households With Access To Two Or More Cars
S12000005,2009,Ratio,Percent Of Households,46.7,% Of Households With Access To One Car
S12000005,1999,Ratio,Percent Of Households,22.6,% Of Households With Access To Two Or More Cars
S12000005,2012,Ratio,Percent Of Households,43.6,% Of Households With Access To One Car
S12000005,2014,Ratio,Percent Of Households,46.7,% Of Households With Access To One Car
S12000006,2015,Ratio,Percent Of Households,21.4,% Of Households Without Access To A Car
S12000006,2009,Ratio,Percent Of Households,49.7,% Of Households With Access To One Car
S12000006,2003,Ratio,Percent Of Households,25.8,% Of Households Without Access To A Car
S12000006,2017,Ratio,Percent Of Households,44.9,% Of Households With Access To One Car
S12000006,2001,Ratio,Percent Of Households,29.1,% Of Households Without Access To A Car
S12000005,2001,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000006,2009,Ratio,Percent Of Households,21.5,% Of Households Without Access To A Car
S12000006,2019,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000006,2003,Ratio,Percent Of Households,24.6,% Of Households With Access To Two Or More Cars
S12000006,2015,Ratio,Percent Of Households,31.6,% Of Households With Access To Two Or More Cars
S12000006,2018,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000006,2015,Ratio,Percent Of Households,47,% Of Households With Access To One Car
